X,Y,wkt_geom,fid,UUID,MS_CD,EU_CD,VISS_MS_CD,SJONAMN,SJOID,CATEGORY,HARO,DAROID_UT,DISTRICT,COMP_AUTH,COUNTRY,WB,VERSION,URL_VISS,SHAPE_Leng,GVatten,G_EU_CD,G_MS_CD,centroid_x,centroid_y
13.32349298,60.19433183,Point (407043.60407069610664621 6674233.82331058103591204),1683,SE22EB659E-ED4E-45D4-9EDE-E1F576D86764,WA25952507,SE667599-136425,SE667599-136425,Gröcken,667599-136425,LW,108000,667701-136339,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA25952507,14398.33454,N,,,407044,6674234
16.31820937,60.20366727,Point (573070.63903680117800832 6674823.04559199418872595),1682,SE513C721E-F715-4DE5-8CBA-6A3F339CB9ED,WA55859940,SE667572-152807,SE667572-152807,Forssjön,667572-152807,LW,53000,667647-152903,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA55859940,3401.534656,N,,,573071,6674823
18.15547915,60.19382759,Point (674929.69324157503433526 6677178.65551275853067636),1681,SED8FE33A7-971B-43D7-82E2-5B263315C6EC,WA84762696,SE667566-163131,SE667566-163131,Gimodamm,667566-163131,LW,56000,667816-162952,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA84762696,12892.02853,N,,,674930,6677179
17.8765361,60.17716681,Point (659554.27177365031093359 6674618.36279447469860315),1680,SE9DB549AB-9823-47B8-914A-084A6428492C,WA55002939,SE667536-161420,SE667536-161420,Harvikadammen,667536-161420,LW,61000,667238-161392,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA55002939,7343.048984,N,,,659554,6674618
14.5934241,60.22587346,Point (477477.2894933374482207 6676636.18000645563006401),1695,SE4A78BD87-9842-45A0-81A5-03446F865E17,WA93713069,SE667802-143298,SE667802-143298,Stora Ursen,667802-143298,LW,61000,668045-143282,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA93713069,5922.851216,N,,,477477,6676636
14.84660701,60.21625241,Point (491500.16697870049392805 6675504.90188691951334476),1694,SEEB237DA0-353E-42E9-93FC-CFF0E1BA2DA6,WA95835311,SE667746-144743,SE667746-144743,Övre Noren,667746-144743,LW,61000,667828-144711,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA95835311,5568.671296,N,,,491500,6675505
16.29795675,60.21300881,Point (571928.20495081541594118 6675840.70160611532628536),1693,SE88B2C30A-F9C5-446E-B468-19FC644B7AF4,WA23044078,SE667733-152764,SE667733-152764,Sävviken,667733-152764,LW,53000,667705-152686,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA23044078,2350.236553,N,,,571928,6675841
14.36737555,60.21664665,Point (464944.64647472003707662 6675706.8486492233350873),1692,SE0BF27C57-7927-43ED-86B2-FDA7AA20D870,WA32205645,SE667720-142163,SE667720-142163,Stora Lejen,667720-142163,LW,108000,667931-141956,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA32205645,25104.28786,N,,,464945,6675707
15.69413979,60.22485145,Point (538453.58071920298971236 6676654.96147890295833349),1691,SE5722E309-D4F0-40D9-A98D-13D10963A795,WA46341395,SE667716-149754,SE667716-149754,Stora Norn,667716-149754,LW,53000,667801-149711,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA46341395,28260.4498,N,,,538454,6676655
17.95210773,60.20305221,Point (663614.85625075490679592 6677683.86457762122154236),1690,SE941BC43F-5823-4AC6-826E-1703DEC85C18,WA88771310,SE667703-161704,SE667703-161704,Stordammen,667703-161704,LW,61000,667734-161727,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA88771310,16763.41418,N,,,663615,6677684
13.69008585,60.19471541,Point (427368.58491304569179192 6673817.41766669508069754),1689,SEBFC3F680-245E-40CF-B1A9-1BF4D280B3E9,WA16421585,SE667701-138268,SE667701-138268,Knon,667307-138723,LW,108000,667701-138268,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA16421585,36222.75887,N,,,427369,6673817
13.03166378,60.19790065,Point (390878.15607384621398523 6675078.10995020437985659),1688,SE58A8DD78-9B77-4C56-8E15-778E016E063D,WA20640408,SE667691-134605,SE667691-134605,Hänsjön,667691-134605,LW,108000,667811-134624,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA20640408,11860.79422,N,,,390878,6675078
15.5148665,60.18888946,Point (528554.37330090231262147 6672558.59181224554777145),1671,SE1E10421E-ABB0-43E9-AF3F-4D8407288055,WA27543109,SE667369-148392,SE667369-148392,Gäsen,667369-148392,LW,61000,667532-528228,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA27543109,6994.708976,N,,,528554,6672559
16.30448981,60.18347181,Point (572355.05851440958213061 6672558.67884071264415979),1670,SE57978496-D80E-4268-B184-B257D689220D,WA77984118,SE667354-152771,SE667354-152771,Dickasjön,667354-152771,LW,53000,667438-152856,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA77984118,2846.30257,N,,,572355,6672559
13.25176756,60.15271191,Point (402944.84764503757469356 6669702.74677490256726742),1669,SE20420CB9-FD8E-4E58-800A-8B624FB32150,WA65431320,SE667351-135645,SE667351-135645,Jangen,667351-135645,LW,108000,667362-135695,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA65431320,14244.10794,N,,,402945,6669703
13.75456374,60.1629006,Point (430877.43641657487023622 6670204.91694513615220785),1668,SED8E51459-7EDC-4D36-995F-A74F2D978712,WA39048725,SE667336-138615,SE667336-138615,Knon,667307-138723,LW,108000,667336-138615,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA39048725,9596.18805,N,,,430877,6670205
16.45502006,60.17632818,Point (580721.41599249199498445 6671938.17111658491194248),1667,SEF3AF51D6-420A-4D11-9040-2487971A16BF,WA86737159,SE667323-153703,SE667323-153703,Rudusjön,667323-153703,LW,53000,667236-580603,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA86737159,7501.754878,N,,,580721,6671938
15.97124223,60.1798666,Point (553878.22591763583477587 6671839.31682372279465199),1666,SE61FD3749-D97A-4EFB-B2CB-68974294FCF3,WA45578969,SE667288-150936,SE667288-150936,Storsjön,667288-150936,LW,53000,667400-150889,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA45578969,6432.149431,N,,,553878,6671839
16.73408106,60.16553435,Point (596231.71789040137082338 6671109.69081613048911095),1665,SEC44A0108-03FB-4554-A47B-6AC4072EAD51,WA83926353,SE667283-155134,SE667283-155134,Tisjön,667283-155134,LW,53000,667114-155002,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA83926353,2560.932022,N,,,596232,6671110
14.8906125,60.16484626,Point (493928.78692832362139598 6669775.1354449512436986),1664,SE45CA8A12-2223-406A-A28F-684D806DC054,WA94737754,SE667277-144897,SE667277-144897,Olsjön,667277-144897,LW,61000,667200-144970,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA94737754,4671.465647,N,,,493929,6669775
13.1179005,60.17271147,Point (395578.29498450487153605 6672134.40469987597316504),1679,SE615B798B-1BDE-4C65-90B9-35323E9BC025,WA39299417,SE667501-135113,SE667501-135113,Mellan-Badasjön,667501-135113,LW,108000,667232-395874,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA39299417,3715.055785,N,,,395578,6672134
12.97763949,60.17779458,Point (387814.60394097137032077 6672929.84627269674092531),1678,SEAEB42BEA-C878-4361-88BA-BE854C64A517,WA78888616,SE667493-134373,SE667493-134373,Vassjön,667493-134373,LW,108000,667659-134317,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA78888616,6857.060746,N,,,387815,6672930
14.51594673,60.1878472,Point (473154.06808986724354327 6672429.53903574589639902),1677,SEE1C0A0CB-8B06-4C1F-821A-804AA046F321,WA14195601,SE667434-142932,SE667434-142932,Stora Låsen,667434-142932,LW,61000,667466-142877,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA14195601,8270.309812,N,,,473154,6672430
14.41241504,60.19577954,Point (467420.38917352864518762 6673360.15727417264133692),1676,SEF196B544-6441-44EC-A784-D336EBEFE5EF,WA87094766,SE667428-142252,SE667428-142252,Hån,667428-142252,LW,108000,667267-468921,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA87094766,15233.67188,N,,,467420,6673360
16.59249682,60.19007782,Point (588310.39141477562952787 6673645.15408368688076735),1675,SE5109F2CE-9C1B-4B46-9ADE-87178FB3789A,WA47209261,SE667426-154683,SE667426-154683,Hovnäsfjärden,667426-154683,LW,53000,667498-154367,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA47209261,30029.71104,N,,,588310,6673645
16.15024126,60.20308417,Point (563761.70633286540396512 6674583.98525886610150337),1674,SEE733D040-90E0-4A21-9697-0EB0A2AF691C,WA53010115,SE667416-152024,SE667416-152024,Nävden,667416-152024,LW,53000,667634-151880,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA53010115,20113.7096,N,,,563762,6674584
17.33295825,60.1618029,Point (629472.56504042714368552 6671717.85012124665081501),1673,SE4160BBF0-39AD-42A8-8DB0-74C2BEABEFD9,WA83444072,SE667402-158923,SE667402-158923,Tämnaren,667402-158923,LW,54000,667377-158330,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA83444072,35662.94569,N,,,629473,6671718
17.89798859,60.1586307,Point (660833.67920613428577781 6672607.2629590118303895),1672,SEF1B5F566-9415-49A7-896B-AC8BFA6B8951,WA60730346,SE667388-161605,SE667388-161605,Slagsmyren,667388-161605,LW,61000,667260-161595,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA60730346,14606.95039,N,,,660834,6672607
15.4492284,60.34294799,Point (524796.50254173972643912 6689690.12440801504999399),1783,SE5A897473-C5B1-40B5-A75B-3FD3C461A256,WA78174619,SE669257-148262,SE669257-148262,Stora Ulvsjön,669257-148262,LW,53000,669266-148087,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA78174619,20240.28516,N,,,524797,6689690
13.90299411,60.35598383,Point (439471.84180718514835462 6691561.16953680757433176),1782,SE4A40425F-8324-4CD1-A126-A067B06159F5,WA38089188,SE669253-139468,SE669253-139468,Upprämmen,669253-139468,LW,108000,669281-139480,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA38089188,13082.65453,N,,,439472,6691561
15.87057766,60.3541022,Point (548037.58195300423540175 6691164.58325295615941286),1781,SED14F3312-3027-4143-BA6C-AF6C1C968408,WA98994094,SE669251-150347,SE669251-150347,Stora Dammsjön,669251-150347,LW,53000,669350-150357,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA98994094,2200.361808,N,,,548038,6691165
13.71340764,60.33837307,Point (428974.08685182145563886 6689789.28770831506699324),1780,SEF14579A7-638E-4D2C-8E16-4E731B8F79B8,WA68701257,SE669237-138475,SE669237-138475,Stensjön,669237-138475,LW,108000,669315-138430,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA68701257,5342.648442,N,,,428974,6689789
14.08901273,60.33895284,Point (449708.66233658307464793 6689508.47387410327792168),1779,SE62424A7B-9457-49D4-B13A-51E63AC65D47,WA28908818,SE669224-140508,SE669224-140508,Gurnustjärnen,669224-140508,LW,108000,669360-140530,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA28908818,1597.58561,N,,,449709,6689508
15.93155399,60.33789449,Point (551427.51575702172704041 6689405.98791989590972662),1778,SE66D18A5E-412B-481D-9803-8DE70B291E3C,WA70010560,SE669223-150684,SE669223-150684,Norra Viggen,669223-150684,LW,53000,669150-150770,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA70010560,6561.609623,N,,,551428,6689406
15.72674508,60.33588485,Point (540123.90294433524832129 6689040.48645060788840055),1777,SE40B771BD-611E-4311-B6EB-71CE137DF9B4,WA85653639,SE669171-149655,SE669171-149655,Ljustern,669171-149655,LW,53000,669146-149589,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA85653639,10955.86453,N,,,540124,6689040
14.42180129,60.34288093,Point (468083.54178154899273068 6689738.27342449408024549),1776,SECB070A5F-C88E-4DF7-8721-6422CA008CD8,WA20684322,SE669153-142575,SE669153-142575,Långsjön,669153-142575,LW,53000,669281-142250,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA20684322,9096.427952,N,,,468084,6689738
14.73443092,60.37018933,Point (485353.39134467294206843 6692668.65797691699117422),1791,SEEB3BAAD8-D66E-4A45-951F-344770378971,WA56106187,SE669389-144127,SE669389-144127,Tyren,669389-144127,LW,61000,669675-144017,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA56106187,9068.697744,N,,,485353,6692669
16.2182068,60.35931143,Point (567208.30979021464008838 6692049.19774843379855156),1790,SEB3B77E83-1D1E-48D6-97D7-3CA923F51FA5,WA67041481,SE669365-152155,SE669365-152155,Dormen,669365-152155,LW,53000,669303-152275,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA67041481,9521.674204,N,,,567208,6692049
16.0503118,60.36487323,Point (557936.01313079125247896 6692508.84564069658517838),1789,SE18AA57BC-B537-49FD-846E-1F55E069FC59,WA87978328,SE669350-151370,SE669350-151370,Fatburen,669350-151370,LW,53000,669438-151297,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA87978328,2765.468873,N,,,557936,6692509
12.63589133,60.32002179,Point (369430.13153789594070986 6689393.11970796808600426),1788,SE3B7962A4-0383-418A-871B-21B07078D0F2,WA59345459,SE669301-132506,SE669301-132506,Fagervattnet,669301-132506,LW,108000,669382-132504,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA59345459,1646.778122,N,,,369430,6689393
17.67234329,60.31601276,Point (647606.13522596738766879 6689597.40711930021643639),1787,SE91C4F486-C945-4596-8D3A-EF8AE29695AC,WA83686663,SE669274-160365,SE669274-160365,Strömaren,669274-160365,LW,54055,669222-160363,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA83686663,18673.25637,N,,,647606,6689597
17.78122691,60.33789156,Point (653515.4564408176811412 6692281.05790834221988916),1786,SEBE25EAA8-1827-4A3D-935C-3013FE9D68A2,WA67703468,SE669267-161021,SE669267-161021,Fälaren,669267-161021,LW,55000,669276-160980,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA67703468,7490.157825,N,,,653515,6692281
16.59231762,60.35416547,Point (587859.45540110010188073 6691916.29983548168092966),1785,SE707E3BCC-BF87-4964-B206-16C588749B17,WA43362561,SE669265-154402,SE669265-154402,Oppsjön,669265-154402,LW,53000,669293-154284,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA43362561,7399.990513,N,,,587859,6691916
15.57803942,60.35128598,Point (531898.51378974365070462 6690673.9234438119456172),1784,SE4463AEB9-6A80-4D02-99FC-4D04E63B739A,WA19823009,SE669265-148779,SE669265-148779,Gruvsjön,669265-148779,LW,53000,669300-148700,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA19823009,2571.042823,N,,,531899,6690674
17.19595121,60.30169973,Point (621352.55982879910152406 6687032.35959662683308125),1767,SEDC179F8D-A404-46D1-AE82-EA2E8D7F088D,WA95103011,SE669033-157716,SE669033-157716,Ingsjön,669033-157716,LW,53000,668752-157591,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA95103011,15342.51179,N,,,621353,6687032
15.54586548,60.33232353,Point (530141.16679251578170806 6688546.83184189908206463),1766,SE5B52CCC4-4F24-43AD-B791-0D0F06F31869,WA65585249,SE669028-148590,SE669028-148590,Lisselgårds-Dammsjön,669028-148590,LW,53000,669117-148502,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA65585249,1575.130356,N,,,530141,6688547
15.9382372,60.3239743,Point (551819.12448731367476285 6687860.88915445376187563),1765,SE4C0C2AE2-5EEC-421F-A20C-48E363FED5D3,WA10065793,SE669012-150698,SE669012-150698,Södra Viggen,669012-150698,LW,53000,668956-150771,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA10065793,4079.106411,N,,,551819,6687861
15.60042941,60.3262071,Point (533160.38776681665331125 6687891.87144932989031076),1764,SE46321A40-91BA-4FD3-A324-4CC97EAC4091,WA68133280,SE669011-148946,SE669011-148946,Övre Risshyttesjön,669011-148946,LW,53000,668976-148866,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA68133280,5519.677647,N,,,533160,6687892
14.08578593,60.31960704,Point (449501.06935547001194209 6687356.15604598633944988),1763,SE49BD7BD7-EF26-4430-9C7D-89FA6B24DC38,WA59917029,SE669010-140518,SE669010-140518,Stora Yngtjärnen,669010-140518,LW,108000,669057-140344,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA59917029,1416.112876,N,,,449501,6687356
13.02642946,60.31501497,Point (390977.73468361521372572 6688125.89856668747961521),1762,SE96CDEF1D-D29E-44CD-8DB7-08B30E5E2761,WA33565609,SE668976-134721,SE668976-134721,Övre Brocken,668976-134721,LW,108000,669062-134669,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA33565609,12562.34852,N,,,390978,6688126
13.55010103,60.29809561,Point (419861.16073977202177048 6685490.71930681355297565),1761,SEDF4BB3A2-1650-45BC-9240-4E8A236E9BBA,WA91145376,SE668975-137571,SE668975-137571,Ämten,668975-137571,LW,108000,668955-137568,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA91145376,6347.043871,N,,,419861,6685491
15.56877766,60.32411945,Point (531414.16987067402806133 6687643.55806138459593058),1760,SE3F58A8B5-3F66-45BD-841F-B68288C86EF9,WA54604516,SE668973-148742,SE668973-148742,Stensjön,668973-148742,LW,53000,668962-148685,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA54604516,3423.284503,N,,,531414,6687644
14.00717261,60.31972568,Point (445159.03844754095189273 6687431.52075597457587719),1775,SE09B9A650-8BB0-4A32-BE59-63A65D113AFB,WA98894544,SE669144-140018,SE669144-140018,Gransjön,669144-140018,LW,53000,669086-140038,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA98894544,4714.475927,N,,,445159,6687432
15.39180019,60.31883257,Point (521643.03672510664910078 6686984.21806446742266417),1774,SEF27DEFB1-D3BA-47F5-B45B-5AB2E631B466,WA62035940,SE669102-147817,SE669102-147817,Lilla Ulvsjön,669102-147817,LW,53000,668883-147591,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA62035940,12436.54018,N,,,521643,6686984
15.64109863,60.33267076,Point (535398.51733772282022983 6688632.53377811517566442),1773,SE86A83278-762F-40F0-A81D-0E5C07D69F73,WA58697581,SE669095-149221,SE669095-149221,Nedre Risshyttesjön,669095-149221,LW,53000,668988-149080,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA58697581,5961.312877,N,,,535399,6688633
15.58522487,60.33461642,Point (532312.05933953623753041 6688820.88855659030377865),1772,SEDC8702F0-6779-43A8-A4FF-7225DFB3A375,WA87813050,SE669082-148761,SE669082-148761,Källarbosjön,669082-148761,LW,53000,669132-148786,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA87813050,1860.443915,N,,,532312,6688821
17.98306486,60.30591227,Point (664811.96902445610612631 6689208.90939312800765038),1771,SEDD027478-3929-430E-97B4-6E839A036C65,WA31384103,SE669066-162096,SE669066-162096,Älgsjön,669066-162096,LW,55000,669033-162080,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA31384103,6481.963076,N,,,664812,6689209
16.34588999,60.32878816,Point (574321.27668567269574851 6688786.54474799614399672),1770,SEF5AA38E8-F7D9-4CF3-A097-F70AB38C38DC,WA16732770,SE669063-152960,SE669063-152960,Stora Konnsjön,669063-152960,LW,53000,668995-152962,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA16732770,3082.073848,N,,,574321,6688787
16.5115095,60.3356836,Point (583447.71862328983843327 6689753.10043327882885933),1769,SE70710BB7-7B38-4FD0-9C5C-23DE0D0397C0,WA25797164,SE669062-153910,SE669062-153910,Norr-Gårdsjön,669062-153910,LW,53000,669194-153803,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA25797164,1878.786827,N,,,583448,6689753
14.61321698,60.32626385,Point (478638.67727386328624561 6687810.48432199377566576),1768,SE8F041E0A-5C89-48CC-AF0C-CE6379350FAD,WA44541993,SE669039-143414,SE669039-143414,Stora Lövsjön,668940-143512,LW,61000,669167-143323,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA44541993,11908.82585,N,,,478639,6687810
14.26900375,60.3056735,Point (459604.21512606809847057 6685677.69608429167419672),1751,SEC74F6530-4C2D-4E24-8F8B-409BA7905106,WA24660954,SE668906-141563,SE668906-141563,Flatsjön,668906-141563,LW,53000,668849-141393,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA24660954,9523.639768,N,,,459604,6685678
13.08809422,60.27853578,Point (394266.02360622124979272 6683963.66688193660229445),1750,SE7C44C8C1-F4FB-40C9-93E5-5FA292C6C0DF,WA86593856,SE668885-134875,SE668885-134875,Vägsjön,668885-134875,LW,108000,668797-134921,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA86593856,12411.97766,N,,,394266,6683964
16.24723331,60.32098576,Point (568889.55902509577572346 6687811.39656192343682051),1749,SEC57A2AD3-42F3-436A-8C04-31C981B70E17,WA77472922,SE668881-152393,SE668881-152393,Stora Jälken,668881-152393,LW,53000,668940-152536,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA77472922,4136.130829,N,,,568890,6687811
16.2173717,60.31988863,Point (567243.08026006375439465 6687658.31286492571234703),1748,SE3C6440A7-524A-4E2A-82C7-7946F126967A,WA38457903,SE668876-152219,SE668876-152219,Finnhytte-Dammsjön,668876-152219,LW,53000,668977-152220,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA38457903,4250.454966,N,,,567243,6687658
13.68351775,60.29470697,Point (427226.8973894709488377 6684959.46966966614127159),1747,SE92BE3F0C-8DD4-469B-82E0-F8049A14554A,WA28023760,SE668873-138352,SE668873-138352,Tollsjön,668873-138352,LW,108000,668865-138337,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA28023760,7879.702593,N,,,427227,6684959
15.24782206,60.32527553,Point (513687.06447095441399142 6687662.67116204369813204),1746,SE521CF09B-BEB7-4D6D-BDA5-C598328D0BFE,WA60794427,SE668871-146987,SE668871-146987,Sångan,668871-146987,LW,53000,669022-146971,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA60794427,6673.669671,N,,,513687,6687663
16.08660012,60.31015636,Point (560038.21238642430398613 6686448.03812869917601347),1745,SE5188D184-266F-4728-8517-F3980759C45C,WA42966443,SE668802-151489,SE668802-151489,Trollbosjön,668802-151489,LW,53000,668810-151615,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA42966443,4126.273657,N,,,560038,6686448
14.05532912,60.28781333,Point (447768.42946918430970982 6683839.47532626427710056),1744,SE34BC703E-D9DF-480A-BDF9-6E56AF0D4DA8,WA83302612,SE668779-140307,SE668779-140307,Ärten,668779-140307,LW,108000,668561-140319,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA83302612,3509.2177,N,,,447768,6683839
13.57218611,60.31237988,Point (421116.15584804565878585 6687054.63753218203783035),1759,SE80758400-EC74-44E5-B2BC-CFF31411AD27,WA52997559,SE668949-137695,SE668949-137695,Nordsjön,668949-137695,LW,108000,669242-137638,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA52997559,7675.278524,N,,,421116,6687055
14.47916048,60.30749815,Point (471218.50126054493011907 6685770.70880875643342733),1758,SE53A1D9BE-2490-4557-95B5-3CABC348F493,WA18922914,SE668934-142805,SE668934-142805,Grycken,668934-142805,LW,53000,668911-142735,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA18922914,19350.10296,N,,,471219,6685771
13.71892516,60.30668215,Point (429210.26113643706776202 6686254.19082020223140717),1757,SE694D98EC-6959-40C8-AB1B-F2BB775EC846,WA65009756,SE668927-138612,SE668927-138612,Norra Lövsjön,668927-138612,LW,108000,669021-138497,SE5,VH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA65009756,16862.05446,N,,,429210,6686254
14.65193274,60.31579367,Point (480771.17907777556683868 6686632.2057332145050168),1756,SE562CB57A-4F30-4181-96FD-41A38CF175C3,WA57310470,SE668918-143626,SE668918-143626,Lilla Lövsjön,668870-143761,LW,61000,668830-480408,SE3,NO,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA57310470,12192.27676,N,,,480771,6686632
