X,Y,wkt_geom,fid,UUID,MS_CD,EU_CD,VISS_MS_CD,SJONAMN,SJOID,CATEGORY,HARO,DAROID_UT,DISTRICT,COMP_AUTH,COUNTRY,WB,VERSION,URL_VISS,SHAPE_Leng,GVatten,G_EU_CD,G_MS_CD,centroid_x,centroid_y
19.99927732,63.79002271,Point (746167.90342773729935288 7083260.38511797972023487),4500,SE6E6D0379-3B5D-466F-A829-28595E02C3C2,WA53505198,SE708151-170797,SE708151-170797,Bjännsjön,708151-170797,LW,28029,708335-170652,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA53505198,13680.14336,N,,,746168,7083260
13.68600997,63.83384823,Point (435352.01571549632353708 7079164.61387247405946255),4499,SEB1473BCC-9AD8-4F81-82D6-3E7D2463E112,WA88108178,SE708151-139592,SE708151-139592,Nedre Fisklössjön,708151-139592,LW,40000,708272-139620,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA88108178,4704.992666,N,,,435352,7079165
17.93728084,63.82655017,Point (644519.66261621238663793 7081012.09336264152079821),4498,SE7029BA5B-8335-43E2-A3B7-EE61C67199C7,WA84036490,SE708144-160627,SE708144-160627,Långvattnet,708144-160627,LW,34000,708213-160462,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA84036490,6032.370115,N,,,644520,7081012
13.37586359,63.83133327,Point (420087.54198191902833059 7079236.4587553096935153),4497,SEA550FC50-7513-4315-B8B2-24258A5A0895,WA45075306,SE708137-138072,SE708137-138072,Övre Lill-Mjölkvattnet,708137-138072,LW,40000,708279-137968,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA45075306,6592.661151,N,,,420088,7079236
16.65387396,63.8427373,Point (581341.5909975083777681 7080544.07692790124565363),4496,SEA7497C88-1757-4D1D-B48E-5F440F8E2BF4,WA97033289,SE708134-154256,SE708134-154256,Omsjön,708134-154256,LW,38000,708211-154173,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA97033289,3823.449562,N,,,581342,7080544
18.99729895,63.82942961,Point (696610.43851112981792539 7084166.2840371523052454),4511,SE28FBB921-EE3D-42C2-85C7-B799B958D88D,WA85585712,SE708207-165939,SE708207-165939,Bjärten,708207-165939,LW,31000,708507-165689,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA85585712,16783.49836,N,,,696610,7084166
16.44422016,63.84753274,Point (571019.84032399300485849 7080827.88022953364998102),4510,SE93F74534-B012-4995-9D68-1CA0B7C4BC3A,WA51543121,SE708204-153161,SE708204-153161,Tjöråtjärnen,708204-153161,LW,38000,708263-153182,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA51543121,1398.419366,N,,,571020,7080828
14.79859219,63.84447142,Point (490093.78786665719235316 7079699.13621492870151997),4509,SEB3880E68-391A-41E4-AE7B-6BA135D07F47,WA88070355,SE708202-145045,SE708202-145045,Öster-Harvattnet,708202-145045,LW,40000,708227-145054,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA88070355,2333.443976,N,,,490094,7079699
19.6280908,63.7943303,Point (727881.38041208835784346 7082360.09520373679697514),4508,SE94B73050-27E2-4DD7-9718-52B829083D17,WA44523340,SE708194-168841,SE708194-168841,Rötjärnen,708194-168841,LW,29000,708202-168804,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA44523340,451.058053,N,,,727881,7082360
18.22209937,63.82761695,Point (658518.71980937966145575 7081806.71542959567159414),4507,SE1D14724D-95CC-42A4-B31A-7C691B3E82FF,WA33947559,SE708192-161962,SE708192-161962,Långtjärnen,708192-161962,LW,34000,708354-161754,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA33947559,3635.557602,N,,,658519,7081807
12.51534441,63.84344024,Point (377814.15414775087265298 7081946.87449193093925714),4506,SE45E00835-CA4A-4487-97AD-A6472BEE4A0C,WA11611825,SE708189-377544,SE708189-377544,Grundtjärnen,708573-133821,LW,114115,708259-377482,SE1102,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA11611825,1709.298591,Y,NO708189-377544,127-38205-L,377814,7081947
20.43906785,63.77226206,Point (767953.93642856588121504 7083058.42275308351963758),4505,SE62A89F69-96B0-481C-8953-7D281E3EF565,WA51268732,SE708185-172851,SE708185-172851,Gurken,708185-172851,LW,26027,708402-172842,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA51268732,1205.025348,N,,,767954,7083058
17.457476,63.83176498,Point (620900.01954842894338071 7080595.37259685061872005),4504,SEE8E074DD-E4F5-4C5A-B655-F326AA492F1A,WA21252661,SE708176-158101,SE708176-158101,Rissjön,708176-158101,LW,38000,708141-158172,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA21252661,1771.616527,N,,,620900,7080595
16.63011528,63.81204735,Point (580261.47066007938701659 7077094.51654581073671579),4487,SE77CE7A50-9CCD-440A-9F78-DADE0923CE4E,WA90513772,SE708069-154072,SE708069-154072,Lill-Älgsjön,708069-154072,LW,38000,707851-154036,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA90513772,14721.8034,N,,,580261,7077095
18.66509917,63.80500866,Point (680441.00799620395991951 7080466.82915338966995478),4486,SE0E73A80C-4C2C-4DEF-BC79-E3DA1651A918,WA71900231,SE708067-164053,SE708067-164053,Grundsjön,708067-164053,LW,33000,708064-164136,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA71900231,1992.223571,N,,,680441,7080467
18.82607716,63.8101387,Point (688324.74224603909533471 7081503.10858269315212965),4485,SEEE02C24D-0CE1-4B67-AE39-8F96B3003125,WA28321382,SE708058-165227,SE708058-165227,Mjösjön,708058-165227,LW,32000,708150-164861,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA28321382,20794.02688,N,,,688325,7081503
18.00651026,63.81803886,Point (647968.85758478427305818 7080223.03334473073482513),4484,SEA7B5D3F9-4B0F-4B27-8F83-44AF81CF8905,WA59575912,SE708050-160891,SE708050-160891,Holmsjön,708050-160891,LW,34000,708153-160783,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA59575912,3219.885828,N,,,647969,7080223
14.9677924,63.82835576,Point (498415.12525620154337958 7077887.87012209370732307),4483,SE2F7D7E4B-72E3-4E7E-82B2-F22C45813D78,WA81152697,SE708048-145844,SE708048-145844,Stor-Vitvattnet,708048-145844,LW,40000,708048-145883,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA81152697,2073.75727,N,,,498415,7077888
15.40827588,63.98396216,Point (519980.96795262960949913 7095290.65508786216378212),4482,SE64D8DD13-EF46-47D1-9ED0-35ED7D6F32DB,WA69022735,SE708032-149042,SE708032-149042,Ströms Vattudal,708032-149042,LW,38000,710087-147945,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA69022735,271978.7166,N,,,519981,7095291
14.98701678,63.82526265,Point (499360.7043541605817154 7077542.63986848760396242),4481,SE60C18C10-47EF-4DB7-A954-AF7EFEFF4558,WA31883823,SE708016-145935,SE708016-145935,Lill-Vitvattnet,708016-145935,LW,40000,708079-146113,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA31883823,1642.928154,N,,,499361,7077543
16.37293467,63.84875671,Point (567511.71382768102921546 7080886.62875890173017979),4480,SEB916DAE0-7CA4-4C54-AE27-24953F940F12,WA59827872,SE708010-152940,SE708010-152940,Jansjön,708010-152940,LW,38000,708318-152669,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA59827872,8191.724589,N,,,567512,7080887
13.14710628,63.81130937,Point (408770.10561516415327787 7077312.37919601891189814),4495,SE6493C0D2-6260-4BAB-8C3B-16AB44CCE6FB,WA19411549,SE708127-136839,SE708127-136839,Sandtjärnen,708127-136839,LW,40000,708208-136999,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA19411549,1972.925865,N,,,408770,7077312
17.67883927,63.82421969,Point (631820.53555480693466961 7080193.18829889968037605),4494,SE1A064368-F7CC-4A37-8417-671780B71D7A,WA67681638,SE708122-159214,SE708122-159214,Rissjön,708122-159214,LW,36000,708129-159082,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA67681638,2773.070371,N,,,631821,7080193
17.90116953,63.82401988,Point (642757.26774673047475517 7080648.86477614194154739),4493,SED5A0995E-4F69-4386-9F55-518F3CE84633,WA98436928,SE708107-160424,SE708107-160424,Bredsjön,708107-160424,LW,34000,708154-160234,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA98436928,3821.228474,N,,,642757,7080649
18.32759762,63.80966474,Point (663810.43886248988565058 7080075.13986923731863499),4492,SEA400915D-F4E4-4AED-B0E0-A52765A611EB,WA14251616,SE708102-162418,SE708102-162418,Ytter-Holmsjön,708102-162418,LW,34000,708016-162438,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA14251616,3898.262985,N,,,663810,7080075
16.62258669,63.84113498,Point (579807.90717833559028804 7080325.68093725293874741),4491,SED1CE6BE6-06F9-47D6-8512-8FE43485B2F8,WA57216381,SE708102-154082,SE708102-154082,Rangsjön,708102-154082,LW,38000,708174-153875,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA57216381,4755.531923,N,,,579808,7080326
17.33796795,63.82407801,Point (615054.41573891288135201 7079518.12924338039010763),4490,SEDC45C69A-3AEF-425F-BE56-0301E06796C9,WA99759182,SE708093-157626,SE708093-157626,Mossaträsksjön,708093-157626,LW,38000,708091-157449,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA99759182,6760.304944,N,,,615054,7079518
14.94029012,63.83259183,Point (497061.7858695462346077 7078361.16873090621083975),4489,SE37FB3AB8-01EE-4E7B-AC80-7A373031994F,WA70683235,SE708092-145711,SE708092-145711,Västest-Vitvattnet,708092-145711,LW,40000,708129-145755,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA70683235,1945.193079,N,,,497062,7078361
19.00941777,63.80277746,Point (697391.83548814710229635 7081237.70194355957210064),4488,SEFA54E001-4C10-4884-A76A-4A1E4DCE2F66,WA11447134,SE708090-165806,SE708090-165806,Öratjärnen,708090-165806,LW,32000,708141-165798,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA11447134,1832.333758,N,,,697392,7081238
15.06087751,63.92151648,Point (502985.60136510926531628 7088270.34003906603902578),4599,SECD403F45-7890-4EE4-842C-D5967A70947B,WA40299487,SE709036-146324,SE709036-146324,Stor-Stuguvattnet,709036-146324,LW,40000,709151-146196,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA40299487,2328.020603,N,,,502986,7088270
18.7040759,63.89288175,Point (681790.47417055733967572 7090357.33301763236522675),4598,SEB7F4C50A-AF73-48C9-917F-890EA8F6E584,WA53995177,SE709020-164280,SE709020-164280,Rislidtjärn,709020-164280,LW,32000,709079-164209,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA53995177,2172.9126,N,,,681790,7090357
18.73968147,63.88445309,Point (683591.23679673101287335 7089521.22678424511104822),4597,SECD342C5B-96F4-4C4A-BD04-C8FACA02A243,WA17080494,SE708987-164457,SE708987-164457,Bågatjärnen,708987-164457,LW,32000,708959-164425,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA17080494,2161.712943,N,,,683591,7089521
17.5032613,63.90054262,Point (622850.9696531972149387 7088341.71523479651659727),4596,SE7EAE02EC-FCEC-40A1-9690-0E4F39428DF2,WA59240691,SE708980-158191,SE708980-158191,Holmträsket,708980-158191,LW,38000,708939-158377,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA59240691,11584.99019,N,,,622851,7088342
15.62328814,63.91737088,Point (530576.43341066711582243 7087955.56005983334034681),4595,SE7C02B8FA-88DA-4C8B-AA80-80F2FCC159C0,WA99458817,SE708978-149098,SE708978-149098,Fångtjärnen,708978-149098,LW,38000,709150-149091,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA99458817,1758.529059,N,,,530576,7087956
14.60468423,63.91264402,Point (480604.48970526427729055 7087339.70809904206544161),4594,SE5F6F453B-AF7B-43BC-9D2C-01B9080D5404,WA21338958,SE708974-144136,SE708974-144136,Lillsjön,708974-144136,LW,40000,709006-144138,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA21338958,2385.131754,N,,,480604,7087340
18.43304434,63.88276882,Point (668558.63459374045487493 7088486.82084153592586517),4593,SE114DCB53-B78F-4C37-890B-B7368256195D,WA20698585,SE708965-162960,SE708965-162960,Ljusvattnet,708965-162960,LW,34000,708853-162893,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA20698585,5139.535545,N,,,668559,7088487
13.75913581,63.89181187,Point (439074.61117642855970189 7085550.76887431647628546),4592,SE70527A07-1451-4BA4-8389-35ABF2A7E07A,WA54801960,SE708964-139939,SE708964-139939,Sandtjärnen,708964-139939,LW,40000,708877-139868,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA54801960,3353.894182,N,,,439075,7085551
18.96216388,63.88703676,Point (694485.26567248580977321 7090467.61794446874409914),4607,SECB07094B-E5F1-40D1-A95F-0889BE047F2E,WA53030432,SE709104-165441,SE709104-165441,Stor-Bjurvattnet,709104-165441,LW,32000,709014-165526,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA53030432,3859.939948,N,,,694485,7090468
13.50348185,63.90509394,Point (426559.22042795503512025 7087299.88637026678770781),4606,SE8CA4AE6E-33A1-4313-B36A-79ABD6BF3BC4,WA65891875,SE709098-138675,SE709098-138675,,709098-138675,LW,40000,709094-138749,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA65891875,2329.00455,N,,,426559,7087300
18.42415275,63.89777629,Point (668032.61062689684331417 7090133.56653691828250885),4605,SEA69C6197-34BF-440D-977E-BCA4FAAFEE94,WA41677578,SE709070-162953,SE709070-162953,Stor-Tällvattnet,709070-162953,LW,34000,709038-162823,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA41677578,15583.35809,N,,,668033,7090134
16.05945046,63.93151373,Point (551945.46596395538654178 7089813.73668580502271652),4604,SE41A2F035-F3FD-45A4-9A81-870077535A12,WA21924180,SE709070-151397,SE709070-151397,Nagasjön,709070-151397,LW,38000,709299-151126,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA21924180,24154.38733,N,,,551945,7089814
13.44600932,63.90989228,Point (423752.18614736356539652 7087901.70508035458624363),4603,SE0B0730A2-598A-49E2-8165-3398258DADAB,WA44120813,SE709066-138606,SE709066-138606,Skolkenjaure,709066-138606,LW,40000,709112-138410,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA44120813,12906.32024,N,,,423752,7087902
17.46021211,63.91034073,Point (620696.80048964160960168 7089351.42008060030639172),4602,SE54122338-A4EE-4B3B-BE64-4CDF8AC66258,WA52842423,SE709051-158071,SE709051-158071,Västervattnet,709051-158071,LW,38000,709033-158104,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA52842423,3238.235932,N,,,620697,7089351
18.79535774,63.89378558,Point (686259.85939613252412528 7090721.15732741449028254),4601,SE4A05F573-8D0C-49FC-9CE4-DA143CBB78A0,WA36223949,SE709047-164696,SE709047-164696,Karlstjärnen,709047-164696,LW,32000,709122-164717,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA36223949,2537.365564,N,,,686260,7090721
13.80063896,63.91015721,Point (441150.72867428523022681 7087555.83916410431265831),4600,SE8705A136-BAF1-4F42-B530-27641BF4BD7D,WA67982921,SE709040-140174,SE709040-140174,Ruckeltjärnarna,709040-140174,LW,40000,709139-140156,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA67982921,3216.762461,N,,,441151,7087556
14.67342657,63.90249492,Point (483970.81381830619648099 7086190.14821713604032993),4583,SE718AFE6A-6EB4-4709-AD8C-2957E16F6F78,WA48819687,SE708891-144476,SE708891-144476,Väster-Långtjärnen,708891-144476,LW,40000,708894-144438,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA48819687,1823.74937,N,,,483971,7086190
16.77143131,63.9063277,Point (586925.74728695873636752 7087782.52532377559691668),4582,SED520A2C4-EEAA-48EF-96AF-84170A1199F2,WA64832645,SE708881-154775,SE708881-154775,Stuguvattnet,708881-154775,LW,38000,708880-154721,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA64832645,1789.843885,N,,,586926,7087783
16.30504042,63.93026437,Point (563987.92033664858900011 7089897.80045608058571815),4581,SEADC6C21F-BC99-4B99-8D71-6A1B0AC25F5E,WA50240315,SE708880-565038,SE708880-565038,Nörd-Vangen,709146-152693,LW,38000,709020-152943,SE2,BH,SE,P,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA50240315,76055.49161,N,,,563988,7089898
18.95862455,63.8682963,Point (694440.83837497956119478 7088371.53978222887963057),4580,SE5A027AFC-F3DB-4FC6-846A-2BFA6D432968,WA82479791,SE708873-165460,SE708873-165460,Lill-Bjurvattnet,708873-165460,LW,32000,708808-165520,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA82479791,2208.12301,N,,,694441,7088372
19.68687621,63.84867029,Point (730327.45527385140303522 7088614.12733581848442554),4579,SE7A8E6627-A225-4C34-90B1-0D26702515B9,WA92487718,SE708863-169167,SE708863-169167,Ockelsjön,708863-169167,LW,28000,708815-169093,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA92487718,9241.288566,N,,,730327,7088614
19.64399247,63.8259033,Point (728407.3826801102841273 7085927.60117748659104109),4578,SEF9333A23-2879-4019-BB09-C2D39415027F,WA30735284,SE708857-168855,SE708857-168855,Pengsjön,708857-168855,LW,28000,708561-168872,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA30735284,15394.49564,N,,,728407,7085928
14.58813472,63.89872368,Point (479781.52520356152672321 7085793.64976681396365166),4577,SEB0AC49C0-BB4E-406D-A225-E254D8C8CA25,WA22315392,SE708847-144231,SE708847-144231,Tjärnafjällsjön,708847-144231,LW,40000,708875-143997,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA22315392,9666.737096,N,,,479782,7085794
17.57341392,63.87838961,Point (626391.97326886898372322 7086011.60436930786818266),4576,SE53237409-EBA4-44DA-968A-AFC0941CC57E,WA22838059,SE708836-158447,SE708836-158447,Storsjön,708836-158447,LW,38000,708803-158701,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA22838059,18099.04803,N,,,626392,7086012
14.03813466,63.90513483,Point (452794.94559407414635643 7086799.30381601490080357),4591,SE8E74D3C5-1FD3-4125-919C-EE13516DE33C,WA27382055,SE708963-141364,SE708963-141364,Lill-Veksjön,708963-141364,LW,40000,708870-141237,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA27382055,2984.993919,N,,,452795,7086799
18.77354514,63.88414823,Point (685254.30637913767714053 7089585.14047897979617119),4590,SE1D7D028F-EA64-4081-95E9-62A34C92BAE3,WA79888052,SE708960-164623,SE708960-164623,Blåtjärnen,708960-164623,LW,32000,708974-164558,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA79888052,1859.220496,N,,,685254,7089585
19.30731705,63.87018534,Point (711535.37526882288511842 7089691.93829740304499865),4589,SEBCC10769-1CB6-45BB-84BE-16583132F24E,WA96988171,SE708957-167219,SE708957-167219,Stor-Kälkvattnet,708957-167219,LW,30000,709012-167176,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA96988171,1637.37947,N,,,711535,7089692
15.26043982,63.93990766,Point (512765.9112895306898281 7090344.36882021743804216),4588,SE6F3E2609-39C2-40CD-867A-CD0904ECBDCF,WA45194062,SE708950-147580,SE708950-147580,Kärrnässjön,708950-147580,LW,38000,709331-147246,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA45194062,30902.42384,N,,,512766,7090344
14.10090288,63.90240585,Point (455871.33443715667817742 7086450.38264306727796793),4587,SE11F2EC64-FCF1-4615-9ADD-1A6D6A3BE907,WA58987277,SE708933-141727,SE708933-141727,Veksjön,708933-141727,LW,40000,708969-141623,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA58987277,4529.719562,N,,,455871,7086450
19.94932056,63.84209163,Point (743262.27435780572704971 7088857.44301788788288832),4586,SE4DF6EA89-660B-4F1C-88AD-395AB0E5699B,WA21383677,SE708905-170346,SE708905-170346,Mjösjön,708905-170346,LW,28000,708834-170374,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA21383677,3839.163405,N,,,743262,7088857
13.62296305,63.8914693,Point (432389.14798977901227772 7085650.07354720123112202),4585,SE01DFA624-85BF-4603-A75D-E0BD99EF59B4,WA99440473,SE708897-139303,SE708897-139303,Tjaksgaisenjaure,708897-139303,LW,40000,708914-139266,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA99440473,2046.5513,N,,,432389,7085650
16.32222007,63.82556043,Point (565071.56346390407998115 7078250.11622047983109951),4584,SEC5362C9E-A321-48EF-86E5-FE46F8B46650,WA41467733,SE708891-562290,SE708891-562290,Tomasselet,708281-152267,LW,38000,708534-152320,SE2,BH,SE,P,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA41467733,58449.1496,N,,,565072,7078250
18.00105343,63.87789,Point (647386.83316363871563226 7086873.8916908260434866),4567,SE5DC37B1D-11D0-492F-8EC4-87029145FF23,WA15670248,SE708782-160788,SE708782-160788,Blackfjälltjärnen,708782-160788,LW,34000,708743-160791,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA15670248,1937.355021,N,,,647387,7086874
14.77443715,63.89279788,Point (488924.91935287340311334 7085088.48363144136965275),4566,SE71827012-04AB-444F-91D0-8F2681BA35D2,WA84691260,SE708763-144961,SE708763-144961,Öster-Lillsjön,708763-144961,LW,40000,708774-144937,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA84691260,2004.698265,N,,,488925,7085088
14.28491964,63.89721188,Point (464896.40479270921787247 7085757.22054489143192768),4565,SEF77B9B6B-FB77-488D-9540-5C875ADF5B2F,WA49565575,SE708760-142811,SE708760-142811,Häggsjön,708760-142811,LW,40000,708610-464378,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA49565575,40724.98501,N,,,464896,7085757
13.15279649,63.87205828,Point (409245.83798647031653672 7084071.23640322778373957),4564,SE438984EE-AE60-4FC2-A6A2-41D477367689,WA45738996,SE708748-136858,SE708748-136858,Sösjön,708748-136858,LW,40000,708791-137116,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA45738996,11094.62732,N,,,409246,7084071
19.74078982,63.83861753,Point (733056.29614340420812368 7087692.2854660376906395),4563,SE1F883F32-1BEE-4D56-87FA-03917044FDA9,WA62928561,SE708741-169406,SE708741-169406,Hjåggsjön,708741-169406,LW,28000,708700-169299,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA62928561,5594.129745,N,,,733056,7087692
19.9255124,63.83076386,Point (742190.66694191156420857 7087507.49284959957003593),4562,SE20FDA790-57E0-40C3-B110-ADBB485E8B0D,WA49625959,SE708739-170256,SE708739-170256,Dalsjön,708739-170256,LW,28000,708624-170251,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA49625959,2135.856634,N,,,742191,7087507
18.45042099,63.87157422,Point (669478.86300188698805869 7087287.38356194458901882),4561,SE364B7909-E19E-403C-B318-77556B62FE39,WA38346856,SE708718-163032,SE708718-163032,Djuptjärnen,708718-163032,LW,34000,708780-163002,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA38346856,2637.047608,N,,,669479,7087287
17.18953419,63.94350634,Point (607295.41038953640963882 7092561.4775606719776988),4560,SEA93636DB-3F42-4343-A252-48AC3D72253E,WA49930390,SE708716-156828,SE708716-156828,Hällbymagasinet,708716-156828,LW,38000,709358-156772,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA49930390,162065.0203,N,,,607295,7092561
14.47835041,63.90103525,Point (474395.32345084735425189 7086091.14567597489804029),4575,SE2D449B72-9E63-4A2D-B926-4C7BF6718484,WA44635787,SE708832-143483,SE708832-143483,Lill-Foskvattnet,708832-143483,LW,40000,708946-143526,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA44635787,2792.984799,N,,,474395,7086091
19.97947402,63.84344652,Point (744730.46292520989663899 7089123.47232658881694078),4574,SE25FB8CFA-DB01-4432-ADBF-BC2159637B03,WA63719896,SE708828-170534,SE708828-170534,Svarttjärnen,708828-170534,LW,28029,708868-170506,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA63719896,814.732071,N,,,744730,7089123
