VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20170719,2017,Stand,Bnord12,16,33.81,22.72,0.00,11.04,,3,6332090,1419910,6329530,468713,57.10803,14.48347
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,19950724,1995,Stand,Bnord12,24,15.38,7.50,0.04,7.63,,4,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,19970727,1997,Stand,Bnord12,24,23.33,12.71,0.13,10.21,,4,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20020803,2002,Stand,Bnord12,24,21.13,9.79,0.04,9.25,,4,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20050724,2005,Stand,Bnord12,24,17.75,5.00,0.21,11.92,,5,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20060723,2006,Stand,Bnord12,24,25.88,12.54,0.08,11.46,,5,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20070813,2007,Stand,Bnord12,24,14.71,7.33,0.08,6.71,,5,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20080810,2008,Stand,Bnord12,24,23.33,10.00,0.13,12.00,,5,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20090803,2009,Stand,Bnord12,24,21.54,11.25,0.04,8.25,,5,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20100818,2010,Stand,Bnord12,24,16.04,7.83,0.00,7.50,,4,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20110803,2011,Stand,Bnord12,24,17.71,9.17,0.08,7.08,,5,6341800,1334410,6338224,383149,57.17232,13.06737
634180-133441,WA70761118,NW634160-133385,N,Nässjön,Hela sjön,11,20120813,2012,Stand,Bnord12,24,32.13,25.04,0.13,5.58,,5,6341800,1334410,6338224,383149,57.17232,13.06737
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,19940714,1994,Stand,Bnord12,48,13.91,7.43,0.02,2.57,,6,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,19950717,1995,Stand,Bnord12,48,15.20,6.75,0.08,5.45,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,19960708,1996,Stand,Bnord12,48,21.44,13.74,0.06,4.70,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,19970802,1997,Stand,Bnord12,48,16.58,10.63,0.00,3.34,,4,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,19980805,1998,Stand,Bnord12,48,18.11,12.00,0.02,4.89,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,19990808,1999,Stand,Bnord12,48,11.78,7.07,0.05,3.34,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20000802,2000,Stand,Bnord12,48,18.52,13.81,0.01,3.83,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20010729,2001,Stand,Bnord12,48,18.47,14.91,0.00,3.02,,4,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20020803,2002,Stand,Bnord12,48,22.45,14.82,0.00,6.10,,3,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20030715,2003,Stand,Bnord12,48,19.05,14.97,0.01,2.98,,4,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20040803,2004,Stand,Bnord12,48,18.00,13.81,0.05,2.91,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20050806,2005,Stand,Bnord12,48,19.19,13.39,0.02,4.80,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20060812,2006,Inven,Bnord12,40,27.49,20.04,0.03,6.17,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20070801,2007,Stand,Bnord12,48,12.04,8.16,0.00,3.40,,4,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20080725,2008,Stand,Bnord12,48,15.70,12.01,0.00,3.22,,4,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20090810,2009,Stand,Bnord12,48,16.32,13.49,0.00,2.46,,4,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20100807,2010,Stand,Bnord12,48,14.93,11.09,0.03,3.25,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20110815,2011,Stand,Bnord12,48,9.37,7.50,0.03,1.56,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20120727,2012,Stand,Bnord12,48,10.56,8.71,0.02,1.57,,6,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20130815,2013,Stand,Bnord12,48,15.48,12.22,0.05,2.85,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20150810,2015,Stand,Bnord12,48,12.70,9.93,0.02,2.53,,5,6383170,1380100,6380110,428321,57.55778,13.80204
638317-138010,WA51402516,SE638317-138010,Y,Stengårdshultasjön,Hela sjön,22,20170801,2017,Stand,Bnord12,48,18.53,12.32,0.03,5.53,,5,6383170,1380100,6380110,428321,57.55778,13.80204
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,19930802,1993,Stand,Bnord12,41,14.91,8.47,0.05,5.04,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,19940803,1994,Stand,Bnord12,40,14.84,7.02,0.12,5.82,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,19950727,1995,Stand,Bnord12,40,10.03,4.63,0.07,4.08,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,19960715,1996,Stand,Bnord12,40,16.86,7.88,0.02,8.53,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,19970722,1997,Stand,Bnord12,40,8.70,4.11,0.00,3.49,,3,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,19980814,1998,Stand,Bnord12,40,16.98,8.07,0.00,6.72,,3,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,19990725,1999,Stand,Bnord12,40,15.62,5.70,0.07,8.16,,5,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20000728,2000,Stand,Bnord12,40,9.13,5.10,0.04,3.39,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20010806,2001,Stand,Bnord12,40,15.18,7.56,0.06,6.54,,5,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20020724,2002,Stand,Bnord12,40,16.05,7.77,0.10,7.16,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20030803,2003,Stand,Bnord12,40,16.60,8.14,0.00,7.30,,3,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20040802,2004,Stand,Bnord12,40,12.91,6.71,0.04,4.56,,5,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20050731,2005,Stand,Bnord12,40,13.54,4.87,0.05,7.35,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20060724,2006,Stand,Bnord12,40,16.50,8.72,0.09,5.71,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20070729,2007,Stand,Bnord12,40,12.06,5.48,0.05,5.62,,5,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20080722,2008,Stand,Bnord12,40,13.87,7.07,0.10,5.89,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20090723,2009,Stand,Bnord12,40,17.48,8.71,0.02,7.68,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20100727,2010,Stand,Bnord12,40,12.46,6.37,0.04,4.34,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20110725,2011,Stand,Bnord12,40,13.74,5.59,0.02,6.03,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20120730,2012,Stand,Bnord12,40,14.63,6.18,0.05,6.44,,6,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20140805,2014,Stand,Bnord12,40,13.83,7.58,0.00,4.72,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20160806,2016,Stand,Bnord12,40,17.79,12.07,0.00,3.41,,4,6403640,1292400,6399525,340434,57.70953,12.32172
640364-129240,WA75449417,SE640364-129240,Y,Stora Härsjön,Hela sjön,23,20180731,2018,Stand,Bnord12,40,10.38,6.15,0.00,2.85,,3,6403640,1292400,6399525,340434,57.70953,12.32172
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,19930723,1993,Stand,Bnord12,24,15.66,8.48,0.07,4.30,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,19940713,1994,Stand,Bnord12,24,16.56,7.80,0.06,3.80,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,19950811,1995,Stand,Bnord12,24,9.58,3.48,0.12,3.75,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,19960708,1996,Stand,Bnord12,24,9.41,5.53,0.10,1.42,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,19970812,1997,Stand,Bnord12,24,10.37,4.56,0.10,2.80,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,19980731,1998,Stand,Bnord12,24,9.75,4.54,0.07,2.86,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,19990817,1999,Stand,Bnord12,24,11.54,4.83,0.12,2.48,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20000726,2000,Stand,Bnord12,24,14.97,9.30,0.15,2.45,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20010809,2001,Stand,Bnord12,24,13.48,6.10,0.25,4.45,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20020809,2002,Stand,Bnord12,24,12.25,6.51,0.13,2.58,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20030724,2003,Stand,Bnord12,24,9.81,5.01,0.22,2.44,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20040731,2004,Stand,Bnord12,24,12.46,6.20,0.10,3.30,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20050727,2005,Stand,Bnord12,24,10.42,5.39,0.03,2.47,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20060730,2006,Stand,Bnord12,24,13.20,8.43,0.15,3.30,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20070817,2007,Stand,Bnord12,24,10.60,5.43,0.10,2.84,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20080804,2008,Stand,Bnord12,24,10.58,4.84,0.18,2.44,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20090809,2009,Stand,Bnord12,24,13.79,7.93,0.12,2.66,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20100818,2010,Stand,Bnord12,24,10.92,4.18,0.10,4.88,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20110819,2011,Stand,Bnord12,24,8.69,4.11,0.21,2.86,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20120817,2012,Stand,Bnord12,24,12.23,7.41,0.15,2.13,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20130727,2013,Stand,Bnord12,24,7.94,5.19,0.03,1.69,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20140727,2014,Stand,Bnord12,24,10.08,5.80,0.13,3.19,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20150730,2015,Stand,Bnord12,24,9.99,4.91,0.14,3.55,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20160727,2016,Stand,Bnord12,24,15.63,9.77,0.03,4.47,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20170807,2017,Stand,Bnord12,24,14.24,8.10,0.27,4.41,,5,6424890,1517240,6423440,564895,57.94794,16.09632
642489-151724,WA34425522,SE642489-151724,Y,Allgjutten,Hela sjön,26,20180801,2018,Stand,Bnord12,24,8.76,4.62,0.26,3.01,,5,6424890,1517240,6423440,564895,57.94794,16.09632
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,19940820,1994,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,19950824,1995,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,19960725,1996,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,19970712,1997,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,19980722,1998,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,19990721,1999,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,20000724,2000,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,20010802,2001,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,20030802,2003,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,20070813,2007,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
643914-127698,WA48062167,NW643960-127717,N,Härsvatten,Hela sjön,11,20110731,2011,Inven,Bnord12,10,0.00,,,,,0,6439140,1276980,6434816,324601,58.0202,12.03037
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,19940811,1994,Stand,Bnord12,16,14.49,4.17,0.00,9.18,,6,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,19950722,1995,Stand,Bnord12,16,15.86,2.79,0.00,9.46,,6,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,19960723,1996,Stand,Bnord12,16,8.30,3.89,0.00,2.45,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,19970713,1997,Stand,Bnord12,16,15.32,3.84,0.14,9.02,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,19980722,1998,Stand,Bnord12,16,21.80,4.90,0.00,6.05,,6,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,19990718,1999,Stand,Bnord12,16,11.53,3.31,0.10,3.60,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20000720,2000,Stand,Bnord12,16,15.70,5.62,0.00,7.39,,6,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20010803,2001,Stand,Bnord12,16,14.19,3.89,0.10,6.48,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20020730,2002,Stand,Bnord12,16,17.81,4.46,0.10,10.66,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20030723,2003,Stand,Bnord12,16,16.57,4.08,0.19,9.36,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20040725,2004,Stand,Bnord12,16,14.94,5.43,0.10,7.01,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20050724,2005,Stand,Bnord12,16,24.25,3.27,0.10,10.27,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20060718,2006,Stand,Bnord12,16,14.93,3.60,0.19,8.11,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20070724,2007,Stand,Bnord12,16,35.19,3.61,0.10,11.81,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20080718,2008,Stand,Bnord12,16,16.27,4.37,0.00,9.31,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20090722,2009,Stand,Bnord12,16,15.70,3.36,0.10,9.65,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20100721,2010,Stand,Bnord12,16,9.50,3.17,0.05,3.02,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20110715,2011,Stand,Bnord12,16,18.11,3.41,0.00,7.82,,7,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20120725,2012,Stand,Bnord12,16,15.48,5.72,0.00,7.20,,6,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20140726,2014,Stand,Bnord12,16,11.39,3.07,0.05,4.56,,8,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20160801,2016,Stand,Bnord12,16,12.36,4.29,0.00,5.47,,6,6452890,1286650,6448672,334100,58.14815,12.18118
645289-128665,WA31917172,NW645343-128665,N,Fräcksjön,Hela sjön,22,20180725,2018,Stand,Bnord12,16,11.39,3.94,0.10,5.47,,7,6452890,1286650,6448672,334100,58.14815,12.18118
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20070815,2007,Stand,Bnord12,8,10.65,4.90,0.18,3.06,,5,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20080802,2008,Stand,Bnord12,8,14.71,3.37,0.18,9.36,,6,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20090812,2009,Stand,Bnord12,8,10.17,3.73,0.00,4.99,,4,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20100724,2010,Stand,Bnord12,8,18.42,10.28,0.00,6.66,,4,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20110726,2011,Stand,Bnord12,8,23.86,10.82,0.00,10.98,,4,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20120816,2012,Stand,Bnord12,8,11.23,5.43,0.00,4.32,,4,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20130815,2013,Stand,Bnord12,8,12.14,5.07,0.00,6.58,,4,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20140801,2014,Stand,Bnord12,8,21.91,10.57,0.00,7.92,,5,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20150804,2015,Stand,Bnord12,8,14.97,6.28,0.36,6.42,,5,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20160802,2016,Stand,Bnord12,8,17.26,5.02,0.00,9.00,,4,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20170813,2017,Stand,Bnord12,8,26.62,7.97,0.27,15.37,,5,6493140,1495140,6491396,541988,58.561,15.72168
649314-149514,WA74940653,NW649253-149503,N,Geten,Hela sjön,12,20180814,2018,Stand,Bnord12,8,15.25,8.23,0.00,4.32,,4,6493140,1495140,6491396,541988,58.561,15.72168
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,19930729,1993,Stand,Bnord12,24,26.78,11.69,0.42,11.11,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,19940718,1994,Stand,Bnord12,24,23.34,12.84,0.17,5.29,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,19950808,1995,Stand,Bnord12,24,27.53,12.63,0.17,10.70,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,19960714,1996,Stand,Bnord12,24,21.43,9.35,0.22,9.48,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,19970811,1997,Stand,Bnord12,24,20.71,10.51,0.08,8.50,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,19980810,1998,Stand,Bnord12,24,24.87,9.28,0.43,11.95,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,19990806,1999,Stand,Bnord12,24,14.61,7.07,0.17,4.30,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20000820,2000,Stand,Bnord12,24,32.42,9.69,0.26,15.30,,5,6524120,1437380,6521666,483884,58.83458,14.72083
